BenchmarkFastStringMapSet-10           	25078718	        50.50 ns/op	      72 B/op	       2 allocs/op
BenchmarkFastStringMapSet-10           	24002700	        49.94 ns/op	      72 B/op	       2 allocs/op
BenchmarkFastStringMapSet-10           	25947769	        51.52 ns/op	      72 B/op	       2 allocs/op
BenchmarkFastStringMapSet-10           	24523744	        49.28 ns/op	      72 B/op	       2 allocs/op
BenchmarkBuiltinMapGet-10              	88363082	        39.81 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	83375060	        23.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	86007626	        18.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	86326537	        22.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	86961776	        19.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	91595774	        25.09 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	83175697	        15.28 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	85411276	        17.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	89348589	        24.12 ns/op	       0 B/op	       0 allocs/op
BenchmarkBuiltinMapGet-10              	86509611	        15.60 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45434108	        27.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45316150	        28.43 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	44876028	        26.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45821930	        26.53 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45518484	        26.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45708481	        26.36 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45159044	        26.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45452607	        26.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45150406	        26.15 ns/op	       0 B/op	       0 allocs/op
BenchmarkHaxMapGet-10                  	45724809	        26.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	63065920	        22.50 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	62556476	        21.14 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	61833355	        19.93 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	65537806	        19.96 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	60267938	        19.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	64770331	        21.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	60387994	        18.93 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	62572240	        19.21 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	66049441	        20.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkMutexMapGet-10                	63242772	        19.00 ns/op	       0 B/op	       0 allocs/op
BenchmarkFastStringMapGet-10           	30936106	        39.34 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	31758529	        41.35 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	33053410	        41.25 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	31421736	        40.97 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	31372582	        40.61 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	29815670	        40.78 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	30429756	        42.87 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	29131839	        41.06 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	29995874	        44.05 ns/op	      64 B/op	       1 allocs/op
BenchmarkFastStringMapGet-10           	30583766	        41.70 ns/op	      64 B/op	       1 allocs/op
BenchmarkSimpleHash-10                 	30425962	        39.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30342267	        39.22 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30440917	        39.29 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30583702	        39.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30287541	        39.24 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30366453	        39.31 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30412308	        39.25 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30500331	        39.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30535873	        39.28 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleHash-10                 	30557968	        39.37 ns/op	       0 B/op	       0 allocs/op
BenchmarkXxHash-10                     	37292125	        31.60 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41967578	        30.98 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41914381	        30.38 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	40276620	        31.63 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	40698026	        31.03 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41127286	        30.73 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41489590	        30.45 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41338623	        30.37 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41895784	        30.61 ns/op	      64 B/op	       1 allocs/op
BenchmarkXxHash-10                     	41400009	        30.71 ns/op	      64 B/op	       1 allocs/op
PASS
ok  	github.com/dannysy/go-cache/internal/fastmap	449.820s
